LOC135892157	XM_065419858.1#LOC135892157
FBXO9	XM_065400397.1#FBXO9
FBXO9	XM_065400395.1#FBXO9
GCM1	XM_065402183.1#GCM1
ELOVL5	XM_065400910.1#ELOVL5
GCLC	XM_065400815.1#GCLC
GCLC	XM_065400813.1#GCLC
KLHL31	XM_065402186.1#KLHL31
LOC135876858	XM_065402218.1#LOC135876858
LRRC1	XM_065401732.1#LRRC1
MLIP	XM_065402009.1#MLIP
FAM83B	XM_065402131.1#FAM83B
HCRTR2	XM_065402071.1#HCRTR2
GFRAL	XM_065401392.1#GFRAL
HMGCLL1	XM_065401372.1#HMGCLL1
BMP5	XM_065401010.1#BMP5
LOC135876406	XM_065401602.1#LOC135876406
LOC135876406	XM_065401601.1#LOC135876406
LOC135876190	XM_065401393.1#LOC135876190
DST	XM_065400686.1#DST
LOC135875642	XM_065400598.1#LOC135875642
BEND6	XM_065401394.1#BEND6
ZNF451	XM_065401593.1#ZNF451
BAG2	XM_065402187.1#BAG2
RAB23	XM_065401697.1#RAB23
RAB23	XM_065401696.1#RAB23
PRIM2	XM_065401622.1#PRIM2
KHDRBS2	XM_065401399.1#KHDRBS2
LOC135876641	XM_065401920.1#LOC135876641
LGSN	XM_065401396.1#LGSN
LOC135875601	XM_065400539.1#LOC135875601
LOC135875601	XM_065400540.1#LOC135875601
PTP4A1	XM_065400538.1#PTP4A1
PTP4A1	XM_065400537.1#PTP4A1
PHF3	XM_065402254.1#PHF3
PHF3	XM_065402252.1#PHF3
PHF3	XM_065402257.1#PHF3
PHF3	XM_065402256.1#PHF3
EYS	XM_065401397.1#EYS
ADGRB3	XM_065400780.1#ADGRB3
LMBRD1	XM_065400966.1#LMBRD1
LMBRD1	XM_065400965.1#LMBRD1
COL19A1	XM_065401717.1#COL19A1
COL9A1	XM_065401741.1#COL9A1
FAM135A	XM_065400926.1#FAM135A
SDHAF4	XM_065401654.1#SDHAF4
SMAP1	XM_065400523.1#SMAP1
SMAP1	XM_065400524.1#SMAP1
B3GAT2	XM_065401100.1#B3GAT2
OGFRL1	XM_065401970.1#OGFRL1
ASRGL1	XM_065401538.1#ASRGL1
RIMS1	XM_065400580.1#RIMS1
RIMS1	XM_065400581.1#RIMS1
RIMS1	XM_065400582.1#RIMS1
RIMS1	XM_065400585.1#RIMS1
KCNQ5	XM_065400732.1#KCNQ5
KCNQ5	XM_065400734.1#KCNQ5
KCNQ5	XM_065400737.1#KCNQ5
KCNQ5	XM_065400733.1#KCNQ5
KCNQ5	XM_065400735.1#KCNQ5
DDX43	XM_065401945.1#DDX43
CGAS	XM_065400950.1#CGAS
MTO1	XM_065400949.1#MTO1
EEF1A1	XM_065401286.1#EEF1A1
SLC17A5	XM_065401672.1#SLC17A5
CD109	XM_065401363.1#CD109
COL12A1	XM_065401398.1#COL12A1
LOC135875985	XM_065401094.1#LOC135875985
TMEM30A	XM_065400739.1#TMEM30A
FILIP1	XM_065401270.1#FILIP1
FILIP1	XM_065401269.1#FILIP1
SENP6	XM_065402243.1#SENP6
MYO6	XM_065400855.1#MYO6
MYO6	XM_065400856.1#MYO6
MYO6	XM_065400857.1#MYO6
MYO6	XM_065400858.1#MYO6
MYO6	XM_065400859.1#MYO6
MYO6	XM_065400860.1#MYO6
IMPG1	XM_065402223.1#IMPG1
HTR1B	XM_065401935.1#HTR1B
MEI4	XM_065401400.1#MEI4
IRAK1BP1	XM_065402115.1#IRAK1BP1
PHIP	XM_065402211.1#PHIP
HMGN3	XM_065401341.1#HMGN3
HMGN3	XM_065401340.1#HMGN3
LCA5	XM_065402091.1#LCA5
ELOVL4	XM_065402126.1#ELOVL4
TTK	XM_065401817.1#TTK
LOC135876891	XM_065402265.1#LOC135876891
BCKDHB	XM_065400997.1#BCKDHB
TENT5A	XM_065401234.1#TENT5A
IBTK	XM_065401047.1#IBTK
IBTK	XM_065401046.1#IBTK
TPBG	XM_065402181.1#TPBG
UBE3D	XM_065401736.1#UBE3D
UBE3D	XM_065401735.1#UBE3D
DOP1A	XM_065400549.1#DOP1A
PGM3	XM_065401201.1#PGM3
RWDD2A	XM_065400347.1#RWDD2A
ME1	XM_065400345.1#ME1
ME1	XM_065400346.1#ME1
PRSS35	XM_065402062.1#PRSS35
SNAP91	XM_065402044.1#SNAP91
SNAP91	XM_065402043.1#SNAP91
SNAP91	XM_065402039.1#SNAP91
SNAP91	XM_065402033.1#SNAP91
SNAP91	XM_065402032.1#SNAP91
SNAP91	XM_065402028.1#SNAP91
SNAP91	XM_065402027.1#SNAP91
SNAP91	XM_065402041.1#SNAP91
SNAP91	XM_065402040.1#SNAP91
SNAP91	XM_065402042.1#SNAP91
SNAP91	XM_065402038.1#SNAP91
SNAP91	XM_065402024.1#SNAP91
SNAP91	XM_065402025.1#SNAP91
SNAP91	XM_065402020.1#SNAP91
SNAP91	XM_065402035.1#SNAP91
SNAP91	XM_065402037.1#SNAP91
SNAP91	XM_065402036.1#SNAP91
SNAP91	XM_065402031.1#SNAP91
SNAP91	XM_065402029.1#SNAP91
SNAP91	XM_065402030.1#SNAP91
SNAP91	XM_065402022.1#SNAP91
SNAP91	XM_065402019.1#SNAP91
SNAP91	XM_065402021.1#SNAP91
SNAP91	XM_065402018.1#SNAP91
RIPPLY2	XM_065400576.1#RIPPLY2
LOC135876372	XM_065401561.1#LOC135876372
MRAP2	XM_065402138.1#MRAP2
CEP162	XM_065401402.1#CEP162
TBX18	XM_065401343.1#TBX18
NT5E	XM_065401618.1#NT5E
SNX14	XM_065402231.1#SNX14
SYNCRIP	XM_065401963.1#SYNCRIP
SYNCRIP	XM_065401962.1#SYNCRIP
SYNCRIP	XM_065401961.1#SYNCRIP
SYNCRIP	XM_065401960.1#SYNCRIP
SYNCRIP	XM_065401959.1#SYNCRIP
SYNCRIP	XM_065401965.1#SYNCRIP
SYNCRIP	XM_065401958.1#SYNCRIP
HTR1E	XM_065401926.1#HTR1E
CGA	XM_065401975.1#CGA
ZNF292	XM_065401580.1#ZNF292
GJB7	XM_065401404.1#GJB7
SMIM8	XM_065401804.1#SMIM8
SMIM8	XM_065401805.1#SMIM8
C3H6orf163	XM_065401405.1#C3H6orf163
CFAP206	XM_065402098.1#CFAP206
SLC35A1	XM_065400409.1#SLC35A1
RARS2	XM_065401570.1#RARS2
RARS2	XM_065401571.1#RARS2
ORC3	XM_065400753.1#ORC3
AKIRIN2	XM_065400773.1#AKIRIN2
SPACA1	XM_065400330.1#SPACA1
CNR1	XM_065401972.1#CNR1
RNGTT	XM_065401183.1#RNGTT
RNGTT	XM_065401182.1#RNGTT
LOC135876428	XM_065401636.1#LOC135876428
PNRC1	XM_065400399.1#PNRC1
PM20D2	XM_065401163.1#PM20D2
LOC135875929	XM_065401013.1#LOC135875929
LOC135875929	XM_065401012.1#LOC135875929
LOC135875842	XM_065400894.1#LOC135875842
UBE2J1	XM_065400604.1#UBE2J1
RRAGD	XM_065401795.1#RRAGD
ANKRD6	XM_065400647.1#ANKRD6
ANKRD6	XM_065400648.1#ANKRD6
ANKRD6	XM_065400649.1#ANKRD6
ANKRD6	XM_065400650.1#ANKRD6
LYRM2	XM_065400651.1#LYRM2
MDN1	XM_065400340.1#MDN1
CASP8AP2	XM_065401083.1#CASP8AP2
GJA10	XM_065401406.1#GJA10
BACH2	XM_065401823.1#BACH2
MAP3K7	XM_065400358.1#MAP3K7
MAP3K7	XM_065400356.1#MAP3K7
MAP3K7	XM_065400355.1#MAP3K7
MAP3K7	XM_065400354.1#MAP3K7
MAP3K7	XM_065400359.1#MAP3K7
MAP3K7	XM_065400360.1#MAP3K7
EPHA7	XM_065400674.1#EPHA7
EPHA7	XM_065400673.1#EPHA7
EPHA7	XM_065400671.1#EPHA7
EPHA7	XM_065400672.1#EPHA7
EPHA7	XM_065400670.1#EPHA7
MANEA	XM_065401068.1#MANEA
MANEA	XM_065401069.1#MANEA
FUT9	XM_065401822.1#FUT9
UFL1	XM_065401240.1#UFL1
FHL5	XM_065401640.1#FHL5
GPR63	XM_065401987.1#GPR63
NDUFAF4	XM_065401200.1#NDUFAF4
KLHL32	XM_065401320.1#KLHL32
KLHL32	XM_065401321.1#KLHL32
KLHL32	XM_065401327.1#KLHL32
KLHL32	XM_065401325.1#KLHL32
KLHL32	XM_065401328.1#KLHL32
KLHL32	XM_065401322.1#KLHL32
KLHL32	XM_065401323.1#KLHL32
KLHL32	XM_065401324.1#KLHL32
MMS22L	XM_065401695.1#MMS22L
POU3F2	XM_065401288.1#POU3F2
FBXL4	XM_065400652.1#FBXL4
FAXC	XM_065402191.1#FAXC
COQ3	XM_065401407.1#COQ3
PNISR	XM_065400658.1#PNISR
USP45	XM_065400693.1#USP45
TSTD3	XM_065400903.1#TSTD3
CCNC	XM_065400902.1#CCNC
PRDM13	XM_065401408.1#PRDM13
MCHR2	XM_065402152.1#MCHR2
SIM1	XM_065401746.1#SIM1
ASCC3	XM_065400559.1#ASCC3
GRIK2	XM_065402064.1#GRIK2
LOC135876210	XM_065401409.1#LOC135876210
HACE1	XM_065400729.1#HACE1
HACE1	XM_065400728.1#HACE1
HACE1	XM_065400727.1#HACE1
LIN28B	XM_065402055.1#LIN28B
LIN28B	XM_065402056.1#LIN28B
LIN28B	XM_065402057.1#LIN28B
BVES	XM_065401303.1#BVES
POPDC3	XM_065401304.1#POPDC3
PREP	XM_065400874.1#PREP
PRDM1	XM_065401738.1#PRDM1
PRDM1	XM_065401737.1#PRDM1
ATG5	XM_065400723.1#ATG5
ATG5	XM_065400724.1#ATG5
ATG5	XM_065400725.1#ATG5
CRYBG1	XM_065401831.1#CRYBG1
RTN4IP1	XM_065401728.1#RTN4IP1
QRSL1	XM_065401077.1#QRSL1
MTRES1	XM_065400841.1#MTRES1
MTRES1	XM_065400836.1#MTRES1
MTRES1	XM_065400839.1#MTRES1
MTRES1	XM_065400840.1#MTRES1
MTRES1	XM_065400837.1#MTRES1
MTRES1	XM_065400838.1#MTRES1
BEND3	XM_065402275.1#BEND3
PDSS2	XM_065401139.1#PDSS2
SOBP	XM_065402125.1#SOBP
SCML4	XM_065401973.1#SCML4
SCML4	XM_065401974.1#SCML4
SEC63	XM_065401045.1#SEC63
LOC135876674	XM_065401956.1#LOC135876674
OSTM1	XM_065401982.1#OSTM1
LOC135875531	XM_065400401.1#LOC135875531
NR2E1	XM_065401727.1#NR2E1
SNX3	XM_065400551.1#SNX3
AFG1L	XM_065401410.1#AFG1L
FOXO3	XM_065400895.1#FOXO3
ARMC2	XM_065400631.1#ARMC2
SESN1	XM_065400634.1#SESN1
SESN1	XM_065400633.1#SESN1
SESN1	XM_065400632.1#SESN1
CEP57L1	XM_065401362.1#CEP57L1
LOC135876212	XM_065401412.1#LOC135876212
LOC135876213	XM_065401413.1#LOC135876213
CD164	XM_065400940.1#CD164
PPIL6	XM_065402013.1#PPIL6
ZBTB24	XM_065401414.1#ZBTB24
AK9	XM_065401415.1#AK9
FIG4	XM_065401050.1#FIG4
GPR6	XM_065401888.1#GPR6
WASF1	XM_065401649.1#WASF1
CDC40	XM_065400731.1#CDC40
METTL24	XM_065402233.1#METTL24
DDO	XM_065402065.1#DDO
SLC22A16	XM_065401416.1#SLC22A16
CDK19	XM_065400782.1#CDK19
AMD1	XM_065400694.1#AMD1
GTF3C6	XM_065400999.1#GTF3C6
RPF2	XM_065400998.1#RPF2
SLC16A10	XM_065401204.1#SLC16A10
MFSD4B	XM_065401382.1#MFSD4B
REV3L	XM_065401417.1#REV3L
TRAF3IP2	XM_065401922.1#TRAF3IP2
FYN	XM_065401551.1#FYN
CCN6	XM_065401838.1#CCN6
TUBE1	XM_065401219.1#TUBE1
LAMA4	XM_065400888.1#LAMA4
MARCKS	XM_065401966.1#MARCKS
HDAC2	XM_065402059.1#HDAC2
HS3ST5	XM_065401739.1#HS3ST5
LOC135876218	XM_065401418.1#LOC135876218
FRK	XM_065401419.1#FRK
NT5DC1	XM_065402104.1#NT5DC1
COL10A1	XM_065401591.1#COL10A1
DSE	XM_065401512.1#DSE
LOC135876724	XM_065402048.1#LOC135876724
LOC135876680	XM_065401968.1#LOC135876680
LOC135876367	XM_065401554.1#LOC135876367
TRAPPC3L	XM_065401557.1#TRAPPC3L
TRAPPC3L	XM_065401556.1#TRAPPC3L
LOC135876368	XM_065401555.1#LOC135876368
RWDD1	XM_065400547.1#RWDD1
LOC135876221	XM_065401420.1#LOC135876221
LOC135876547	XM_065401809.1#LOC135876547
LOC135876776	XM_065402114.1#LOC135876776
LOC135876742	XM_065402072.1#LOC135876742
LOC135876797	XM_065402136.1#LOC135876797
LOC135876798	XM_065402137.1#LOC135876798
DHRS1	XM_065401646.1#DHRS1
ZUP1	XM_065400891.1#ZUP1
KPNA5	XM_065400344.1#KPNA5
FAM162B	XM_065402209.1#FAM162B
GPRC6A	XM_065402054.1#GPRC6A
RFX6	XM_065401907.1#RFX6
VGLL2	XM_065402084.1#VGLL2
VGLL2	XM_065402086.1#VGLL2
ROS1	XM_065401421.1#ROS1
DCBLD1	XM_065401423.1#DCBLD1
GOPC	XM_065401892.1#GOPC
GOPC	XM_065401893.1#GOPC
LOC135875576	XM_065400501.1#LOC135875576
NUS1	XM_065401818.1#NUS1
SLC35F1	XM_065401726.1#SLC35F1
CEP85L	XM_065401924.1#CEP85L
PLN	XM_065400381.1#PLN
MCM9	XM_065401614.1#MCM9
ASF1A	XM_065401819.1#ASF1A
FAM184A	XM_065401662.1#FAM184A
FAM184A	XM_065401664.1#FAM184A
FAM184A	XM_065401663.1#FAM184A
MAN1A1	XM_065400578.1#MAN1A1
MAN1A1	XM_065400579.1#MAN1A1
TBC1D32	XM_065401287.1#TBC1D32
GJA1	XM_065400898.1#GJA1
HSF2	XM_065400589.1#HSF2
SERINC1	XM_065400599.1#SERINC1
PKIB	XM_065400590.1#PKIB
FABP7	XM_065400921.1#FABP7
SMPDL3A	XM_065401931.1#SMPDL3A
LOC135875585	XM_065400514.1#LOC135875585
CLVS2	XM_065402133.1#CLVS2
TRDN	XM_065401998.1#TRDN
NKAIN2	XM_065401380.1#NKAIN2
RNF217	XM_065402208.1#RNF217
LOC135876114	XM_065401295.1#LOC135876114
TPD52L1	XM_065401366.1#TPD52L1
HDDC2	XM_065401559.1#HDDC2
HEY2	XM_065401579.1#HEY2
NCOA7	XM_065400740.1#NCOA7
NCOA7	XM_065400741.1#NCOA7
HINT3	XM_065401875.1#HINT3
TRMT11	XM_065400953.1#TRMT11
TRMT11	XM_065400958.1#TRMT11
TRMT11	XM_065400959.1#TRMT11
TRMT11	XM_065400955.1#TRMT11
TRMT11	XM_065400956.1#TRMT11
TRMT11	XM_065400957.1#TRMT11
CENPW	XM_065402073.1#CENPW
RSPO3	XM_065401868.1#RSPO3
RNF146	XM_065400799.1#RNF146
ECHDC1	XM_065401895.1#ECHDC1
KIAA0408	XM_065401424.1#KIAA0408
MTCL3	XM_065401425.1#MTCL3
C3H6orf58	XM_065401563.1#C3H6orf58
THEMIS	XM_065401562.1#THEMIS
PTPRK	XM_065401786.1#PTPRK
LOC135876229	XM_065401427.1#LOC135876229
LAMA2	XM_065401428.1#LAMA2
ARHGAP18	XM_065401135.1#ARHGAP18
TMEM244	XM_065401429.1#TMEM244
L3MBTL3	XM_065400933.1#L3MBTL3
SAMD3	XM_065401934.1#SAMD3
TMEM200A	XM_065400329.1#TMEM200A
LOC135876232	XM_065401431.1#LOC135876232
EPB41L2	XM_065400935.1#EPB41L2
AKAP7	XM_065401184.1#AKAP7
MSH5	XM_065402063.1#MSH5
ARG1	XM_065401107.1#ARG1
LOC135875876	XM_065400938.1#LOC135875876
LOC135875876	XM_065400937.1#LOC135875876
LOC135875485	XM_065400331.1#LOC135875485
LOC135875485	XM_065400332.1#LOC135875485
LOC135875485	XM_065400336.1#LOC135875485
LOC135875485	XM_065400337.1#LOC135875485
LOC135875485	XM_065400334.1#LOC135875485
LOC135875485	XM_065400333.1#LOC135875485
LOC135875485	XM_065400335.1#LOC135875485
ENPP3	XM_065402090.1#ENPP3
ENPP1	XM_065400339.1#ENPP1
CCN2	XM_065401143.1#CCN2
MOXD1	XM_065401999.1#MOXD1
STX7	XM_065401035.1#STX7
LOC135876331	XM_065401509.1#LOC135876331
LOC135876082	XM_065401242.1#LOC135876082
LOC135876061	XM_065401205.1#LOC135876061
LOC135875667	XM_065400619.1#LOC135875667
LOC135876102	XM_065401282.1#LOC135876102
TAAR5	XM_065401070.1#TAAR5
LOC135875763	XM_065400760.1#LOC135875763
LOC135875476	XM_065400320.1#LOC135875476
LOC135875852	XM_065400909.1#LOC135875852
LOC135876234	XM_065401432.1#LOC135876234
LOC135875844	XM_065400897.1#LOC135875844
LOC135875817	XM_065400850.1#LOC135875817
LOC135875784	XM_065400795.1#LOC135875784
LOC135876602	XM_065401873.1#LOC135876602
LOC135876602	XM_065401872.1#LOC135876602
LOC135876597	XM_065401865.1#LOC135876597
LOC135876597	XM_065401864.1#LOC135876597
RPS12	XM_065400556.1#RPS12
LOC135876236	XM_065401433.1#LOC135876236
EYA4	XM_065400311.1#EYA4
EYA4	XM_065400312.1#EYA4
EYA4	XM_065400313.1#EYA4
EYA4	XM_065400314.1#EYA4
EYA4	XM_065400316.1#EYA4
TCF21	XM_065401950.1#TCF21
TBPL1	XM_065400992.1#TBPL1
SLC2A12	XM_065401911.1#SLC2A12
SGK1	XM_065401853.1#SGK1
ALDH8A1	XM_065402177.1#ALDH8A1
ALDH8A1	XM_065402178.1#ALDH8A1
ALDH8A1	XM_065402176.1#ALDH8A1
HBS1L	XM_065402173.1#HBS1L
HBS1L	XM_065402175.1#HBS1L
HBS1L	XM_065402174.1#HBS1L
MYB	XM_065400794.1#MYB
MYB	XM_065400786.1#MYB
MYB	XM_065400792.1#MYB
MYB	XM_065400788.1#MYB
MYB	XM_065400793.1#MYB
MYB	XM_065400787.1#MYB
MYB	XM_065400790.1#MYB
MYB	XM_065400791.1#MYB
AHI1	XM_065401145.1#AHI1
PDE7B	XM_065401825.1#PDE7B
MTFR2	XM_065402168.1#MTFR2
BCLAF1	XM_065400715.1#BCLAF1
BCLAF1	XM_065400716.1#BCLAF1
BCLAF1	XM_065400714.1#BCLAF1
LOC135875518	XM_065400386.1#LOC135875518
MAP7	XM_065401434.1#MAP7
MAP3K5	XM_065400534.1#MAP3K5
PEX7	XM_065401142.1#PEX7
SLC35D3	XM_065402283.1#SLC35D3
IL20RA	XM_065401885.1#IL20RA
IL22RA2	XM_065402242.1#IL22RA2
IFNGR1	XM_065401845.1#IFNGR1
OLIG3	XM_065401967.1#OLIG3
TNFAIP3	XM_065401379.1#TNFAIP3
LOC135876671	XM_065401953.1#LOC135876671
LOC135876673	XM_065401955.1#LOC135876673
ARFGEF3	XM_065401811.1#ARFGEF3
SMIM28	XM_065400475.1#SMIM28
HEBP2	XM_065402159.1#HEBP2
HEBP2	XM_065402157.1#HEBP2
NHSL1	XM_065401109.1#NHSL1
CCDC28A	XM_065400846.1#CCDC28A
ECT2L	XM_065402083.1#ECT2L
REPS1	XM_065400385.1#REPS1
REPS1	XM_065400384.1#REPS1
REPS1	XM_065400383.1#REPS1
REPS1	XM_065400382.1#REPS1
ABRACL	XM_065401575.1#ABRACL
ABRACL	XM_065401574.1#ABRACL
HECA	XM_065400982.1#HECA
TXLNB	XM_065400981.1#TXLNB
CITED2	XM_065401138.1#CITED2
NMBR	XM_065401906.1#NMBR
GJE1	XM_065401435.1#GJE1
VTA1	XM_065400719.1#VTA1
VTA1	XM_065400720.1#VTA1
ADGRG6	XM_065401180.1#ADGRG6
HIVEP2	XM_065400630.1#HIVEP2
AIG1	XM_065400696.1#AIG1
AIG1	XM_065400701.1#AIG1
AIG1	XM_065400698.1#AIG1
AIG1	XM_065400700.1#AIG1
ADAT2	XM_065401596.1#ADAT2
PEX3	XM_065401095.1#PEX3
FUCA2	XM_065401436.1#FUCA2
PHACTR2	XM_065401437.1#PHACTR2
LTV1	XM_065401643.1#LTV1
ZC2HC1B	XM_065401439.1#ZC2HC1B
PLAGL1	XM_065401440.1#PLAGL1
SF3B5	XM_065401778.1#SF3B5
STX11	XM_065401349.1#STX11
UTRN	XM_065401441.1#UTRN
EPM2A	XM_065401971.1#EPM2A
FBXO30	XM_065400916.1#FBXO30
SHPRH	XM_065400525.1#SHPRH
GRM1	XM_065400446.1#GRM1
GRM1	XM_065400447.1#GRM1
GRM1	XM_065400448.1#GRM1
RAB32	XM_065401564.1#RAB32
ADGB	XM_065401716.1#ADGB
STXBP5	XM_065400761.1#STXBP5
STXBP5	XM_065400762.1#STXBP5
STXBP5	XM_065400763.1#STXBP5
STXBP5	XM_065400764.1#STXBP5
LOC135876128	XM_065401311.1#LOC135876128
LOC135876128	XM_065401313.1#LOC135876128
LOC135876128	XM_065401314.1#LOC135876128
LOC135876128	XM_065401315.1#LOC135876128
UST	XM_065401894.1#UST
TAB2	XM_065401285.1#TAB2
ZC3H12D	XM_065402050.1#ZC3H12D
PPIL4	XM_065401114.1#PPIL4
GINM1	XM_065400595.1#GINM1
KATNA1	XM_065400593.1#KATNA1
KATNA1	XM_065400594.1#KATNA1
LATS1	XM_065400505.1#LATS1
LATS1	XM_065400504.1#LATS1
NUP43	XM_065400818.1#NUP43
NUP43	XM_065400817.1#NUP43
PCMT1	XM_065402271.1#PCMT1
PCMT1	XM_065402274.1#PCMT1
PCMT1	XM_065402273.1#PCMT1
PCMT1	XM_065402272.1#PCMT1
LRP11	XM_065402269.1#LRP11
PPP1R14C	XM_065402108.1#PPP1R14C
IYD	XM_065401874.1#IYD
PLEKHG1	XM_065401806.1#PLEKHG1
MTHFD1L	XM_065400405.1#MTHFD1L
AKAP12	XM_065401981.1#AKAP12
ZBTB2	XM_065401024.1#ZBTB2
ZBTB2	XM_065401023.1#ZBTB2
RMND1	XM_065401174.1#RMND1
ARMT1	XM_065400848.1#ARMT1
CCDC170	XM_065401936.1#CCDC170
ESR1	XM_065401317.1#ESR1
LOC135875821	XM_065400861.1#LOC135875821
LOC135876245	XM_065401442.1#LOC135876245
MYCT1	XM_065402081.1#MYCT1
VIP	XM_065401443.1#VIP
FBXO5	XM_065402113.1#FBXO5
MTRF1L	XM_065401788.1#MTRF1L
RGS17	XM_065401644.1#RGS17
OPRM1	XM_065400310.1#OPRM1
IPCEF1	XM_065401444.1#IPCEF1
CNKSR3	XM_065401030.1#CNKSR3
SCAF8	XM_065402134.1#SCAF8
TIAM2	XM_065401211.1#TIAM2
TIAM2	XM_065401212.1#TIAM2
TIAM2	XM_065401213.1#TIAM2
TIAM2	XM_065401214.1#TIAM2
TFB1M	XM_065401600.1#TFB1M
CLDN20	XM_065400300.1#CLDN20
NOX3	XM_065401316.1#NOX3
ARID1B	XM_065400297.1#ARID1B
ARID1B	XM_065400298.1#ARID1B
TMEM242	XM_065401791.1#TMEM242
ZDHHC14	XM_065401329.1#ZDHHC14
ZDHHC14	XM_065401330.1#ZDHHC14
SNX9	XM_065401051.1#SNX9
SYNJ2	XM_065400942.1#SYNJ2
SERAC1	XM_065401855.1#SERAC1
GTF2H5	XM_065401185.1#GTF2H5
TULP4	XM_065401692.1#TULP4
TULP4	XM_065401694.1#TULP4
TULP4	XM_065401693.1#TULP4
TMEM181	XM_065401198.1#TMEM181
DYNLT1	XM_065401598.1#DYNLT1
DYNLT1	XM_065401597.1#DYNLT1
SYTL3	XM_065401670.1#SYTL3
EZR	XM_065400427.1#EZR
RSPH3	XM_065401445.1#RSPH3
TAGAP	XM_065401881.1#TAGAP
FNDC1	XM_065401446.1#FNDC1
SOD2	XM_065400410.1#SOD2
WTAP	XM_065400554.1#WTAP
WTAP	XM_065400553.1#WTAP
WTAP	XM_065400555.1#WTAP
ACAT2	XM_065401209.1#ACAT2
TCP1	XM_065400558.1#TCP1
MRPL18	XM_065401245.1#MRPL18
PNLDC1	XM_065401829.1#PNLDC1
IGF2R	XM_065400441.1#IGF2R
LOC135876099	XM_065401277.1#LOC135876099
LOC135876096	XM_065401272.1#LOC135876096
SLC22A3	XM_065401609.1#SLC22A3
LOC135876251	XM_065401447.1#LOC135876251
MAP3K4	XM_065401448.1#MAP3K4
AGPAT4	XM_065401117.1#AGPAT4
PRKN	XM_065400948.1#PRKN
PACRG	XM_065401832.1#PACRG
QKI	XM_065401352.1#QKI
QKI	XM_065401353.1#QKI
QKI	XM_065401354.1#QKI
QKI	XM_065401355.1#QKI
QKI	XM_065401356.1#QKI
QKI	XM_065401361.1#QKI
QKI	XM_065401358.1#QKI
QKI	XM_065401359.1#QKI
QKI	XM_065401360.1#QKI
C3H6orf118	XM_065402250.1#C3H6orf118
PDE10A	XM_065401635.1#PDE10A
TBXT	XM_065401218.1#TBXT
TBXT	XM_065401216.1#TBXT
TBXT	XM_065401215.1#TBXT
PRR18	XM_065400503.1#PRR18
SFT2D1	XM_065400424.1#SFT2D1
SFT2D1	XM_065400419.1#SFT2D1
MPC1	XM_065400392.1#MPC1
MPC1	XM_065400391.1#MPC1
RPS6KA2	XM_065400516.1#RPS6KA2
RPS6KA2	XM_065400517.1#RPS6KA2
RNASET2	XM_065401613.1#RNASET2
LOC135876857	XM_065402217.1#LOC135876857
CEP43	XM_065401586.1#CEP43
CEP43	XM_065401587.1#CEP43
LOC135876853	XM_065402214.1#LOC135876853
LOC135876836	XM_065402190.1#LOC135876836
GPR31	XM_065400408.1#GPR31
TTLL2	XM_065402184.1#TTLL2
UNC93A	XM_065400865.1#UNC93A
UNC93A	XM_065400863.1#UNC93A
AFDN	XM_065400880.1#AFDN
AFDN	XM_065400877.1#AFDN
AFDN	XM_065400878.1#AFDN
AFDN	XM_065400879.1#AFDN
AFDN	XM_065400881.1#AFDN
AFDN	XM_065400883.1#AFDN
AFDN	XM_065400882.1#AFDN
KIF25	XM_065402180.1#KIF25
FRMD1	XM_065401723.1#FRMD1
DACT2	XM_065402182.1#DACT2
LOC135876424	XM_065401628.1#LOC135876424
LOC135876449	XM_065401667.1#LOC135876449
LOC135876159	XM_065401365.1#LOC135876159
LOC135876358	XM_065401543.1#LOC135876358
LOC135876253	XM_065401450.1#LOC135876253
LOC135876339	XM_065401521.1#LOC135876339
LOC135876347	XM_065401530.1#LOC135876347
LOC135876356	XM_065401542.1#LOC135876356
SMOC2	XM_065401531.1#SMOC2
THBS2	XM_065401451.1#THBS2
WDR27	XM_065401452.1#WDR27
C3H6orf120	XM_065401003.1#C3H6orf120
C3H6orf120	XM_065401002.1#C3H6orf120
C3H6orf120	XM_065401006.1#C3H6orf120
C3H6orf120	XM_065401005.1#C3H6orf120
C3H6orf120	XM_065401004.1#C3H6orf120
PHF10	XM_065401001.1#PHF10
PHF10	XM_065401000.1#PHF10
DYNLT2	XM_065402236.1#DYNLT2
ERMARD	XM_065401704.1#ERMARD
DLL1	XM_065401453.1#DLL1
FAM120B	XM_065401454.1#FAM120B
PSMB1	XM_065400892.1#PSMB1
TBP	XM_065400403.1#TBP
PDCD2	XM_065401699.1#PDCD2
GNPAT	XM_065401173.1#GNPAT
C3H1orf131	XM_065401883.1#C3H1orf131
TRIM67	XM_065401017.1#TRIM67
TRIM67	XM_065401015.1#TRIM67
FAM89A	XM_065402224.1#FAM89A
ARV1	XM_065400657.1#ARV1
TTC13	XM_065400656.1#TTC13
C3H1orf198	XM_065401036.1#C3H1orf198
CAPN9	XM_065402172.1#CAPN9
CAPN9	XM_065402171.1#CAPN9
CAPN9	XM_065402170.1#CAPN9
AGT	XM_065402094.1#AGT
COG2	XM_065401164.1#COG2
PGBD5	XM_065402147.1#PGBD5
GALNT2	XM_065400847.1#GALNT2
URB2	XM_065401938.1#URB2
TAF5L	XM_065401812.1#TAF5L
ABCB10	XM_065400450.1#ABCB10
NUP133	XM_065401266.1#NUP133
ACTA1	XM_065401533.1#ACTA1
ACTA1	XM_065401535.1#ACTA1
