LOC137140791	XM_067540365.1#LOC137140791
DGKD	XM_067538814.1#DGKD
DGKD	XM_067538816.1#DGKD
DGKD	XM_067538817.1#DGKD
DGKD	XM_067538818.1#DGKD
DGKD	XM_067538819.1#DGKD
PROC	XM_067538820.1#PROC
PROC	XM_067538821.1#PROC
LOC137147088	XM_067538823.1#LOC137147088
LOC137147088	XM_067538824.1#LOC137147088
LOC137147088	XM_067538822.1#LOC137147088
LOC137147088	XM_067538825.1#LOC137147088
LOC137147088	XM_067538828.1#LOC137147088
IWS1	XM_067538831.1#IWS1
IWS1	XM_067538830.1#IWS1
IWS1	XM_067538836.1#IWS1
IWS1	XM_067538837.1#IWS1
IWS1	XM_067538835.1#IWS1
IWS1	XM_067538834.1#IWS1
IWS1	XM_067538833.1#IWS1
IWS1	XM_067538832.1#IWS1
MYO7B	XM_067538850.1#MYO7B
LIMS2	XM_067538845.1#LIMS2
LIMS2	XM_067538844.1#LIMS2
LIMS2	XM_067538846.1#LIMS2
LIMS2	XM_067538843.1#LIMS2
GPR17	XM_067538848.1#GPR17
SFT2D3	XM_067538849.1#SFT2D3
WDR33	XM_067538838.1#WDR33
POLR2D	XM_067538852.1#POLR2D
AMMECR1L	XM_067538854.1#AMMECR1L
AMMECR1L	XM_067538853.1#AMMECR1L
AMMECR1L	XM_067538855.1#AMMECR1L
SAP130	XM_067538866.1#SAP130
SAP130	XM_067538863.1#SAP130
SAP130	XM_067538864.1#SAP130
SAP130	XM_067538861.1#SAP130
SAP130	XM_067538862.1#SAP130
UGGT1	XM_067538858.1#UGGT1
UGGT1	XM_067538859.1#UGGT1
HS6ST1	XM_067538867.1#HS6ST1
PLEKHB2	XM_067538869.1#PLEKHB2
PLEKHB2	XM_067538870.1#PLEKHB2
PLEKHB2	XM_067538868.1#PLEKHB2
PLEKHB2	XM_067538872.1#PLEKHB2
PLEKHB2	XM_067538871.1#PLEKHB2
FAM168B	XM_067538873.1#FAM168B
LOC137147107	XM_067538874.1#LOC137147107
AMER3	XM_067538636.1#AMER3
GPR148	XM_067538671.1#GPR148
KLHL6	XM_067538638.1#KLHL6
KLHL6	XM_067538637.1#KLHL6
KLHL6	XM_067538639.1#KLHL6
KLHL24	XM_067538880.1#KLHL24
KLHL24	XM_067538876.1#KLHL24
KLHL24	XM_067538877.1#KLHL24
KLHL24	XM_067538881.1#KLHL24
KLHL24	XM_067538879.1#KLHL24
KLHL24	XM_067538875.1#KLHL24
YEATS2	XM_067538882.1#YEATS2
YEATS2	XM_067538885.1#YEATS2
YEATS2	XM_067538883.1#YEATS2
YEATS2	XM_067538884.1#YEATS2
MAP6D1	XM_067538640.1#MAP6D1
PARL	XM_067538886.1#PARL
LOC137147111	XM_067538887.1#LOC137147111
LOC137147111	XM_067538888.1#LOC137147111
DUSP28	XM_067538890.1#DUSP28
ANKMY1	XM_067538892.1#ANKMY1
ANKMY1	XM_067538893.1#ANKMY1
ANKMY1	XM_067538891.1#ANKMY1
ANKMY1	XM_067538894.1#ANKMY1
GPC1	XM_067538898.1#GPC1
GPC1	XM_067538901.1#GPC1
GPC1	XM_067538900.1#GPC1
LOC137147116	XM_067538902.1#LOC137147116
OTOS	XM_067538641.1#OTOS
OTOS	XM_067538642.1#OTOS
COPS9	XM_067538903.1#COPS9
LOC137147119	XM_067538904.1#LOC137147119
ST6GAL1	XM_067538907.1#ST6GAL1
ST6GAL1	XM_067538905.1#ST6GAL1
ST6GAL1	XM_067538908.1#ST6GAL1
ST6GAL1	XM_067538906.1#ST6GAL1
LOC137147018	XM_067538672.1#LOC137147018
GPR35	XM_067538643.1#GPR35
LOC137146995	XM_067538645.1#LOC137146995
LOC137146996	XM_067538646.1#LOC137146996
ITM2C	XM_067538912.1#ITM2C
CAB39	XM_067538920.1#CAB39
CAB39	XM_067538918.1#CAB39
CAB39	XM_067538916.1#CAB39
CAB39	XM_067538917.1#CAB39
CAB39	XM_067538921.1#CAB39
CAB39	XM_067538922.1#CAB39
LOC137146997	XM_067538647.1#LOC137146997
LOC137147124	XM_067538923.1#LOC137147124
PER2	XM_067538927.1#PER2
PER2	XM_067538925.1#PER2
PER2	XM_067538928.1#PER2
PER2	XM_067538926.1#PER2
LOC137147129	XM_067538930.1#LOC137147129
LOC137147128	XM_067538929.1#LOC137147128
PIK3CB	XM_067538936.1#PIK3CB
PIK3CB	XM_067538931.1#PIK3CB
PIK3CB	XM_067538934.1#PIK3CB
PIK3CB	XM_067538935.1#PIK3CB
PIK3CB	XM_067538933.1#PIK3CB
PIK3CB	XM_067538937.1#PIK3CB
FOXL2	XM_067538938.1#FOXL2
MRPS22	XM_067538648.1#MRPS22
COPB2	XM_067538940.1#COPB2
COPB2	XM_067538939.1#COPB2
RBP2	XM_067538649.1#RBP2
LOC137147133	XM_067538945.1#LOC137147133
LOC137147133	XM_067538941.1#LOC137147133
LOC137147133	XM_067538943.1#LOC137147133
LOC137147133	XM_067538944.1#LOC137147133
LOC137147133	XM_067538942.1#LOC137147133
CLSTN2	XM_067538949.1#CLSTN2
TRIM42	XM_067538673.1#TRIM42
SPSB4	XM_067538953.1#SPSB4
SLC25A36	XM_067538954.1#SLC25A36
PXYLP1	XM_067538958.1#PXYLP1
PXYLP1	XM_067538956.1#PXYLP1
PXYLP1	XM_067538957.1#PXYLP1
EPHA4	XM_067538962.1#EPHA4
EPHA4	XM_067538963.1#EPHA4
LOC137147023	XM_067538674.1#LOC137147023
PAX3	XM_067538652.1#PAX3
PAX3	XM_067538653.1#PAX3
PAX3	XM_067538651.1#PAX3
PAX3	XM_067538654.1#PAX3
RNF228	XM_067538675.1#RNF228
SGPP2	XM_067538965.1#SGPP2
FARSB	XM_067538967.1#FARSB
FARSB	XM_067538966.1#FARSB
MOGAT1	XM_067538655.1#MOGAT1
ACSL3	XM_067538970.1#ACSL3
ACSL3	XM_067538969.1#ACSL3
ACSL3	XM_067538971.1#ACSL3
ACSL3	XM_067538972.1#ACSL3
ACSL3	XM_067538974.1#ACSL3
ACSL3	XM_067538973.1#ACSL3
KCNE4	XM_067538656.1#KCNE4
SCG2	XM_067538658.1#SCG2
SCG2	XM_067538659.1#SCG2
AP1S3	XM_067538981.1#AP1S3
AP1S3	XM_067538980.1#AP1S3
WDFY1	XM_067538976.1#WDFY1
SERPINE2	XM_067538982.1#SERPINE2
FAM124B	XM_067538660.1#FAM124B
CUL3	XM_067538983.1#CUL3
CCDC195	XM_067538677.1#CCDC195
ING5	XM_067538991.1#ING5
ING5	XM_067538990.1#ING5
DTYMK	XM_067538994.1#DTYMK
DTYMK	XM_067538995.1#DTYMK
ATG4B	XM_067538988.1#ATG4B
THAP4	XM_067538984.1#THAP4
THAP4	XM_067538986.1#THAP4
BOK	XM_067538661.1#BOK
BOK	XM_067538663.1#BOK
STK25	XM_067538997.1#STK25
STK25	XM_067538996.1#STK25
STK25	XM_067538999.1#STK25
STK25	XM_067538998.1#STK25
STK25	XM_067539000.1#STK25
FARP2	XM_067539002.1#FARP2
SEPTIN2	XM_067539010.1#SEPTIN2
SEPTIN2	XM_067539011.1#SEPTIN2
SEPTIN2	XM_067539008.1#SEPTIN2
SEPTIN2	XM_067539009.1#SEPTIN2
HDLBP	XM_067539003.1#HDLBP
HDLBP	XM_067539004.1#HDLBP
ANO7	XM_067538665.1#ANO7
PPP1R7	XM_067539012.1#PPP1R7
PPP1R7	XM_067539014.1#PPP1R7
PASK	XM_067539016.1#PASK
MTERF4	XM_067539020.1#MTERF4
MTERF4	XM_067539019.1#MTERF4
SNED1	XM_067539017.1#SNED1
CROCC2	XM_067539021.1#CROCC2
MAB21L4	XM_067538678.1#MAB21L4
AGXT	XM_067539022.1#AGXT
LOC137147166	XM_067539024.1#LOC137147166
KIF1A	XM_067539025.1#KIF1A
ILKAP	XM_067539026.1#ILKAP
ILKAP	XM_067539028.1#ILKAP
ILKAP	XM_067539027.1#ILKAP
ERFE	XM_067538666.1#ERFE
KLHL30	XM_067539029.1#KLHL30
ESPNL	XM_067539030.1#ESPNL
SCLY	XM_067539033.1#SCLY
SCLY	XM_067539037.1#SCLY
SCLY	XM_067539040.1#SCLY
SCLY	XM_067539035.1#SCLY
SCLY	XM_067539038.1#SCLY
SCLY	XM_067539036.1#SCLY
SCLY	XM_067539034.1#SCLY
SCLY	XM_067539039.1#SCLY
LOC137147173	XM_067539041.1#LOC137147173
LOC137147177	XM_067539044.1#LOC137147177
LOC137147179	XM_067539045.1#LOC137147179
LOC137147180	XM_067539046.1#LOC137147180
LOC137147188	XM_067539054.1#LOC137147188
XNDC1N	XM_067539056.1#XNDC1N
XNDC1N	XM_067539057.1#XNDC1N
XNDC1N	XM_067539055.1#XNDC1N
RNF121	XM_067539062.1#RNF121
RNF121	XM_067539059.1#RNF121
IL18BP	XM_067539048.1#IL18BP
NUMA1	XM_067539074.1#NUMA1
NUMA1	XM_067539070.1#NUMA1
NUMA1	XM_067539073.1#NUMA1
NUMA1	XM_067539068.1#NUMA1
NUMA1	XM_067539072.1#NUMA1
NUMA1	XM_067539071.1#NUMA1
NUMA1	XM_067539069.1#NUMA1
NUMA1	XM_067539066.1#NUMA1
NUMA1	XM_067539067.1#NUMA1
LRRC51	XM_067539049.1#LRRC51
LAMTOR1	XM_067539075.1#LAMTOR1
LOC137147205	XM_067539093.1#LOC137147205
LOC137147183	XM_067539050.1#LOC137147183
ANAPC15	XM_067539051.1#ANAPC15
LOC137147195	XM_067539078.1#LOC137147195
LOC137147194	XM_067539076.1#LOC137147194
INPPL1	XM_067539079.1#INPPL1
PHOX2A	XM_067539052.1#PHOX2A
CLPB	XM_067539081.1#CLPB
CLPB	XM_067539080.1#CLPB
STARD10	XM_067539082.1#STARD10
ARAP1	XM_067539083.1#ARAP1
ARAP1	XM_067539084.1#ARAP1
ARAP1	XM_067539085.1#ARAP1
ARAP1	XM_067539087.1#ARAP1
PDE2A	XM_067539088.1#PDE2A
ATG16L2	XM_067539089.1#ATG16L2
LOC137147202	XM_067539090.1#LOC137147202
LOC137147202	XM_067539091.1#LOC137147202
WDR73	XM_067539092.1#WDR73
LOC137147207	XM_067539094.1#LOC137147207
RASGRP3	XM_067539100.1#RASGRP3
RASGRP3	XM_067539101.1#RASGRP3
LOC137147219	XM_067539110.1#LOC137147219
LOC137147215	XM_067539108.1#LOC137147215
LOC137147210	XM_067539103.1#LOC137147210
LOC137147211	XM_067539104.1#LOC137147211
LOC137147213	XM_067539106.1#LOC137147213
LOC137147214	XM_067539107.1#LOC137147214
LOC137147218	XM_067539109.1#LOC137147218
KHDC4	XM_067539134.1#KHDC4
KHDC4	XM_067539132.1#KHDC4
KHDC4	XM_067539133.1#KHDC4
RIT1	XM_067539152.1#RIT1
RIT1	XM_067539153.1#RIT1
SYT11	XM_067539146.1#SYT11
LOC137147238	XM_067539137.1#LOC137147238
LOC137147238	XM_067539135.1#LOC137147238
LOC137147238	XM_067539136.1#LOC137147238
LOC137147238	XM_067539138.1#LOC137147238
MSTO1	XM_067539141.1#MSTO1
MSTO1	XM_067539145.1#MSTO1
MSTO1	XM_067539143.1#MSTO1
MSTO1	XM_067539144.1#MSTO1
DAP3	XM_067539151.1#DAP3
DAP3	XM_067539148.1#DAP3
DAP3	XM_067539147.1#DAP3
ASH1L	XM_067539158.1#ASH1L
ASH1L	XM_067539161.1#ASH1L
ASH1L	XM_067539162.1#ASH1L
RUSC1	XM_067539164.1#RUSC1
FDPS	XM_067539168.1#FDPS
FDPS	XM_067539169.1#FDPS
PKLR	XM_067539167.1#PKLR
PKLR	XM_067539166.1#PKLR
HCN3	XM_067539170.1#HCN3
CLK2	XM_067539175.1#CLK2
CLK2	XM_067539176.1#CLK2
CLK2	XM_067539172.1#CLK2
CLK2	XM_067539171.1#CLK2
CLK2	XM_067539173.1#CLK2
CLK2	XM_067539177.1#CLK2
SCAMP3	XM_067539178.1#SCAMP3
ENTREP3	XM_067539180.1#ENTREP3
GBA1	XM_067539181.1#GBA1
GBA1	XM_067539182.1#GBA1
LOC137147253	XM_067539185.1#LOC137147253
MTX1	XM_067539187.1#MTX1
MTX1	XM_067539186.1#MTX1
THBS3	XM_067539189.1#THBS3
MUC1	XM_067539112.1#MUC1
TRIM46	XM_067539193.1#TRIM46
KRTCAP2	XM_067539192.1#KRTCAP2
DPM3	XM_067539113.1#DPM3
SLC50A1	XM_067539115.1#SLC50A1
EFNA1	XM_067539195.1#EFNA1
EFNA1	XM_067539194.1#EFNA1
EFNA3	XM_067539203.1#EFNA3
EFNA4	XM_067539201.1#EFNA4
EFNA4	XM_067539200.1#EFNA4
EFNA4	XM_067539199.1#EFNA4
ADAM15	XM_067539207.1#ADAM15
ADAM15	XM_067539205.1#ADAM15
ADAM15	XM_067539206.1#ADAM15
ADAM15	XM_067539204.1#ADAM15
DCST1	XM_067539323.1#DCST1
DCST2	XM_067539210.1#DCST2
ZBTB7B	XM_067539119.1#ZBTB7B
ZBTB7B	XM_067539118.1#ZBTB7B
ZBTB7B	XM_067539120.1#ZBTB7B
LOC137147228	XM_067539123.1#LOC137147228
LOC137147228	XM_067539121.1#LOC137147228
FLAD1	XM_067539211.1#FLAD1
CKS1B	XM_067539125.1#CKS1B
SHC1	XM_067539215.1#SHC1
SHC1	XM_067539220.1#SHC1
SHC1	XM_067539219.1#SHC1
SHC1	XM_067539221.1#SHC1
SHC1	XM_067539214.1#SHC1
PYGO2	XM_067539222.1#PYGO2
PBXIP1	XM_067539212.1#PBXIP1
PBXIP1	XM_067539213.1#PBXIP1
PMVK	XM_067539223.1#PMVK
KCNN3	XM_067539224.1#KCNN3
ADAR	XM_067539226.1#ADAR
ADAR	XM_067539227.1#ADAR
ADAR	XM_067539225.1#ADAR
CHRNB2	XM_067539228.1#CHRNB2
UBE2Q1	XM_067539229.1#UBE2Q1
SHE	XM_067539232.1#SHE
IL6R	XM_067539234.1#IL6R
ATP8B2	XM_067539233.1#ATP8B2
HAX1	XM_067539237.1#HAX1
UBAP2L	XM_067539258.1#UBAP2L
UBAP2L	XM_067539257.1#UBAP2L
UBAP2L	XM_067539256.1#UBAP2L
UBAP2L	XM_067539255.1#UBAP2L
UBAP2L	XM_067539254.1#UBAP2L
UBAP2L	XM_067539247.1#UBAP2L
UBAP2L	XM_067539245.1#UBAP2L
UBAP2L	XM_067539244.1#UBAP2L
UBAP2L	XM_067539253.1#UBAP2L
UBAP2L	XM_067539252.1#UBAP2L
UBAP2L	XM_067539251.1#UBAP2L
UBAP2L	XM_067539246.1#UBAP2L
UBAP2L	XM_067539249.1#UBAP2L
UBAP2L	XM_067539243.1#UBAP2L
UBAP2L	XM_067539241.1#UBAP2L
UBAP2L	XM_067539248.1#UBAP2L
UBAP2L	XM_067539242.1#UBAP2L
UBAP2L	XM_067539238.1#UBAP2L
UBAP2L	XM_067539240.1#UBAP2L
CUNH1orf43	XM_067539259.1#CUNH1orf43
CFAP141	XM_067539261.1#CFAP141
TPM3	XM_067539267.1#TPM3
TPM3	XM_067539266.1#TPM3
TPM3	XM_067539265.1#TPM3
TPM3	XM_067539263.1#TPM3
TPM3	XM_067539264.1#TPM3
TPM3	XM_067539262.1#TPM3
TPM3	XM_067539273.1#TPM3
TPM3	XM_067539272.1#TPM3
TPM3	XM_067539271.1#TPM3
TPM3	XM_067539269.1#TPM3
TPM3	XM_067539270.1#TPM3
TPM3	XM_067539268.1#TPM3
NUP210L	XM_067539277.1#NUP210L
RPS27	XM_067539280.1#RPS27
RAB13	XM_067539279.1#RAB13
JTB	XM_067539278.1#JTB
LOC137147292	XM_067539290.1#LOC137147292
CREB3L4	XM_067539324.1#CREB3L4
SLC39A1	XM_067539289.1#SLC39A1
CRTC2	XM_067539281.1#CRTC2
CRTC2	XM_067539284.1#CRTC2
CRTC2	XM_067539285.1#CRTC2
CRTC2	XM_067539287.1#CRTC2
CRTC2	XM_067539282.1#CRTC2
CRTC2	XM_067539286.1#CRTC2
DENND4B	XM_067539291.1#DENND4B
GATAD2B	XM_067539292.1#GATAD2B
LOC137147312	XM_067539325.1#LOC137147312
SLC27A3	XM_067539294.1#SLC27A3
INTS3	XM_067539295.1#INTS3
NPR1	XM_067539299.1#NPR1
ILF2	XM_067539301.1#ILF2
SNAPIN	XM_067539303.1#SNAPIN
LOC137147300	XM_067539304.1#LOC137147300
CHTOP	XM_067539307.1#CHTOP
CHTOP	XM_067539306.1#CHTOP
S100A1	XM_067539309.1#S100A1
S100A13	XM_067539321.1#S100A13
S100A14	XM_067539319.1#S100A14
S100A16	XM_067539312.1#S100A16
S100A16	XM_067539311.1#S100A16
LOC137147304A	XM_067539313.1#LOC137147304
LOC137147304B	XM_067539314.1#LOC137147304
LOC137147304C	XM_067539317.1#LOC137147304
LOC137147304C	XM_067539315.1#LOC137147304
LOC137147304C	XM_067539316.1#LOC137147304
LOC137147305	XM_067539318.1#LOC137147305
LOC137147231	XM_067539126.1#LOC137147231
S100A6	XM_067539322.1#S100A6
LOC137147313	XM_067539327.1#LOC137147313
LOC137147233	XM_067539128.1#LOC137147233
LOC137147232	XM_067539127.1#LOC137147232
LOC137147234	XM_067539129.1#LOC137147234
LOC137147236	XM_067539130.1#LOC137147236
LOC137147314	XM_067539328.1#LOC137147314
LOC137147316	XM_067539329.1#LOC137147316
LOC137147317	XM_067539330.1#LOC137147317
LOC137147318	XM_067539331.1#LOC137147318
LOC137147319	XM_067539332.1#LOC137147319
LOC137147322	XM_067539333.1#LOC137147322
LOC137147324	XM_067539338.1#LOC137147324
LOC137147324	XM_067539337.1#LOC137147324
LOC137147324	XM_067539336.1#LOC137147324
LOC137147326	XM_067539341.1#LOC137147326
LOC137147325	XM_067539340.1#LOC137147325
LOC137147325	XM_067539339.1#LOC137147325
LOC137147323	XM_067539334.1#LOC137147323
LOC137147328	XM_067539345.1#LOC137147328
LOC137147328	XM_067539346.1#LOC137147328
LOC137147328	XM_067539343.1#LOC137147328
LOC137147328	XM_067539344.1#LOC137147328
LOC137147330	XM_067539347.1#LOC137147330
LOC137147331	XM_067539348.1#LOC137147331
LOC137147332	XM_067539349.1#LOC137147332
LOC137147333	XM_067539351.1#LOC137147333
KREMEN1	XM_067539352.1#KREMEN1
ZNRF3	XM_067539389.1#ZNRF3
ZNRF3	XM_067539388.1#ZNRF3
ZNRF3	XM_067539390.1#ZNRF3
XBP1	XM_067539392.1#XBP1
CCDC117	XM_067539394.1#CCDC117
LOC137147383	XM_067539393.1#LOC137147383
HSCB	XM_067539396.1#HSCB
HSCB	XM_067539397.1#HSCB
CHEK2	XM_067539353.1#CHEK2
TTC28	XM_067539398.1#TTC28
TTC28	XM_067539400.1#TTC28
TTC28	XM_067539399.1#TTC28
PITPNB	XM_067539401.1#PITPNB
MN1	XM_067539402.1#MN1
CRYBA4	XM_067539354.1#CRYBA4
CRYBB1	XM_067539931.1#CRYBB1
TPST2	XM_067539417.1#TPST2
TFIP11	XM_067539404.1#TFIP11
TFIP11	XM_067539403.1#TFIP11
SRRD	XM_067539419.1#SRRD
HPS4	XM_067539407.1#HPS4
HPS4	XM_067539406.1#HPS4
HPS4	XM_067539412.1#HPS4
HPS4	XM_067539405.1#HPS4
HPS4	XM_067539409.1#HPS4
HPS4	XM_067539410.1#HPS4
HPS4	XM_067539411.1#HPS4
ASPHD2	XM_067539415.1#ASPHD2
SEZ6L	XM_067539420.1#SEZ6L
MYO18B	XM_067539421.1#MYO18B
GRK3	XM_067539422.1#GRK3
CRYBB2	XM_067539357.1#CRYBB2
CRYBB3	XM_067539356.1#CRYBB3
KIAA1671	XM_067539424.1#KIAA1671
KIAA1671	XM_067539423.1#KIAA1671
KIAA1671	XM_067539427.1#KIAA1671
KIAA1671	XM_067539426.1#KIAA1671
SGSM1	XM_067539431.1#SGSM1
SGSM1	XM_067539429.1#SGSM1
SGSM1	XM_067539428.1#SGSM1
SGSM1	XM_067539433.1#SGSM1
LOC137147402	XM_067539434.1#LOC137147402
CUNH12orf76	XM_067539435.1#CUNH12orf76
ANKRD13A	XM_067539436.1#ANKRD13A
ANKRD13A	XM_067539437.1#ANKRD13A
GIT2	XM_067539441.1#GIT2
GIT2	XM_067539444.1#GIT2
GIT2	XM_067539438.1#GIT2
GIT2	XM_067539440.1#GIT2
GIT2	XM_067539442.1#GIT2
GIT2	XM_067539443.1#GIT2
GIT2	XM_067539439.1#GIT2
TCHP	XM_067539445.1#TCHP
GLTP	XM_067539447.1#GLTP
TRPV4	XM_067539448.1#TRPV4
FAM222A	XM_067539451.1#FAM222A
FAM222A	XM_067539449.1#FAM222A
FAM222A	XM_067539450.1#FAM222A
MVK	XM_067539453.1#MVK
MVK	XM_067539452.1#MVK
MMAB	XM_067539454.1#MMAB
UBE3B	XM_067539457.1#UBE3B
UBE3B	XM_067539455.1#UBE3B
UBE3B	XM_067539456.1#UBE3B
KCTD10	XM_067539469.1#KCTD10
KCTD10	XM_067539468.1#KCTD10
KCTD10	XM_067539470.1#KCTD10
MYO1H	XM_067539464.1#MYO1H
MYO1H	XM_067539465.1#MYO1H
MYO1H	XM_067539463.1#MYO1H
FOXN4	XM_067539467.1#FOXN4
ACACB	XM_067539459.1#ACACB
ACACB	XM_067539460.1#ACACB
ACACB	XM_067539458.1#ACACB
ACACB	XM_067539461.1#ACACB
UNG	XM_067539480.1#UNG
ALKBH2	XM_067539481.1#ALKBH2
USP30	XM_067539475.1#USP30
USP30	XM_067539472.1#USP30
USP30	XM_067539476.1#USP30
USP30	XM_067539473.1#USP30
USP30	XM_067539478.1#USP30
USP30	XM_067539474.1#USP30
USP30	XM_067539477.1#USP30
SVOP	XM_067539358.1#SVOP
DAO	XM_067539482.1#DAO
SSH1	XM_067539483.1#SSH1
CORO1C	XM_067539484.1#CORO1C
CORO1C	XM_067539485.1#CORO1C
ZBED2	XM_067539486.1#ZBED2
SELPLG	XM_067539359.1#SELPLG
TMEM119	XM_067539360.1#TMEM119
ISCU	XM_067539488.1#ISCU
SART3	XM_067539489.1#SART3
SART3	XM_067539490.1#SART3
FICD	XM_067539491.1#FICD
CMKLR1	XM_067539361.1#CMKLR1
WSCD2	XM_067539362.1#WSCD2
RPH3A	XM_067539494.1#RPH3A
RPH3A	XM_067539492.1#RPH3A
RPH3A	XM_067539493.1#RPH3A
PTPN11	XM_067539496.1#PTPN11
RPL6	XM_067539497.1#RPL6
RPL6	XM_067539498.1#RPL6
HECTD4	XM_067539499.1#HECTD4
HECTD4	XM_067539501.1#HECTD4
HECTD4	XM_067539500.1#HECTD4
HECTD4	XM_067539502.1#HECTD4
HECTD4	XM_067539503.1#HECTD4
TRAFD1	XM_067539505.1#TRAFD1
TRAFD1	XM_067539504.1#TRAFD1
NAA25	XM_067539506.1#NAA25
ERP29	XM_067539507.1#ERP29
TMEM116	XM_067539363.1#TMEM116
LOC137147597	XM_067539932.1#LOC137147597
LOC137147598	XM_067539933.1#LOC137147598
MAPKAPK5	XM_067539511.1#MAPKAPK5
MAPKAPK5	XM_067539510.1#MAPKAPK5
MAPKAPK5	XM_067539509.1#MAPKAPK5
ALDH2	XM_067539521.1#ALDH2
ACAD10	XM_067539515.1#ACAD10
ACAD10	XM_067539512.1#ACAD10
ACAD10	XM_067539513.1#ACAD10
ACAD10	XM_067539514.1#ACAD10
BRAP	XM_067539516.1#BRAP
ATXN2	XM_067539531.1#ATXN2
ATXN2	XM_067539527.1#ATXN2
ATXN2	XM_067539528.1#ATXN2
ATXN2	XM_067539526.1#ATXN2
ATXN2	XM_067539522.1#ATXN2
ATXN2	XM_067539523.1#ATXN2
ATXN2	XM_067539524.1#ATXN2
ATXN2	XM_067539525.1#ATXN2
ATXN2	XM_067539532.1#ATXN2
ATXN2	XM_067539529.1#ATXN2
ATXN2	XM_067539530.1#ATXN2
SH2B3	XM_067539534.1#SH2B3
SH2B3	XM_067539535.1#SH2B3
SH2B3	XM_067539536.1#SH2B3
PHETA1	XM_067539364.1#PHETA1
CUX2	XM_067539539.1#CUX2
CUX2	XM_067539542.1#CUX2
CUX2	XM_067539538.1#CUX2
CUX2	XM_067539541.1#CUX2
MYL2	XM_067539366.1#MYL2
MYL2	XM_067539367.1#MYL2
CCDC63	XM_067539369.1#CCDC63
CCDC63	XM_067539368.1#CCDC63
PPP1CC	XM_067539544.1#PPP1CC
HVCN1	XM_067539548.1#HVCN1
HVCN1	XM_067539550.1#HVCN1
HVCN1	XM_067539547.1#HVCN1
HVCN1	XM_067539549.1#HVCN1
HVCN1	XM_067539546.1#HVCN1
TCTN1	XM_067539545.1#TCTN1
PPTC7	XM_067539551.1#PPTC7
RAD9B	XM_067539555.1#RAD9B
VPS29	XM_067539553.1#VPS29
KNTC1	XM_067539556.1#KNTC1
RSRC2	XM_067539558.1#RSRC2
RSRC2	XM_067539557.1#RSRC2
RSRC2	XM_067539560.1#RSRC2
RSRC2	XM_067539559.1#RSRC2
ZCCHC8	XM_067539571.1#ZCCHC8
CLIP1	XM_067539563.1#CLIP1
CLIP1	XM_067539568.1#CLIP1
CLIP1	XM_067539562.1#CLIP1
CLIP1	XM_067539565.1#CLIP1
CLIP1	XM_067539564.1#CLIP1
CLIP1	XM_067539566.1#CLIP1
CLIP1	XM_067539569.1#CLIP1
CLIP1	XM_067539570.1#CLIP1
VPS33A	XM_067539573.1#VPS33A
VPS33A	XM_067539574.1#VPS33A
LOC137147465	XM_067539577.1#LOC137147465
DIABLO	XM_067539583.1#DIABLO
DIABLO	XM_067539585.1#DIABLO
B3GNT4	XM_067539582.1#B3GNT4
LRRC43	XM_067539578.1#LRRC43
LRRC43	XM_067539581.1#LRRC43
MLXIP	XM_067539586.1#MLXIP
MLXIP	XM_067539587.1#MLXIP
BCL7A	XM_067539588.1#BCL7A
BCL7A	XM_067539589.1#BCL7A
BCL7A	XM_067539590.1#BCL7A
CFAP251	XM_067539370.1#CFAP251
PSMD9	XM_067539591.1#PSMD9
HPD	XM_067539592.1#HPD
SETD1B	XM_067539596.1#SETD1B
SETD1B	XM_067539595.1#SETD1B
SETD1B	XM_067539597.1#SETD1B
SETD1B	XM_067539594.1#SETD1B
RHOF	XM_067539604.1#RHOF
TMEM120B	XM_067539600.1#TMEM120B
MORN3	XM_067539601.1#MORN3
LOC137147477	XM_067539602.1#LOC137147477
KDM2B	XM_067539606.1#KDM2B
RNF34	XM_067539611.1#RNF34
ANAPC5	XM_067539608.1#ANAPC5
ANAPC5	XM_067539607.1#ANAPC5
CAMKK2	XM_067539612.1#CAMKK2
CAMKK2	XM_067539615.1#CAMKK2
CAMKK2	XM_067539616.1#CAMKK2
CAMKK2	XM_067539613.1#CAMKK2
LOC137147599	XM_067539934.1#LOC137147599
IFT81	XM_067539618.1#IFT81
ATP2A2	XM_067539619.1#ATP2A2
ATP2A2	XM_067539620.1#ATP2A2
ATP2A2	XM_067539621.1#ATP2A2
ANAPC7	XM_067539623.1#ANAPC7
ARPC3	XM_067539624.1#ARPC3
GPN3	XM_067539625.1#GPN3
DENR	XM_067539626.1#DENR
CCDC62	XM_067539627.1#CCDC62
HIP1R	XM_067539632.1#HIP1R
HIP1R	XM_067539629.1#HIP1R
VPS37B	XM_067539633.1#VPS37B
ABCB9	XM_067539635.1#ABCB9
ABCB9	XM_067539638.1#ABCB9
ABCB9	XM_067539637.1#ABCB9
ABCB9	XM_067539634.1#ABCB9
ABCB9	XM_067539636.1#ABCB9
OGFOD2	XM_067539640.1#OGFOD2
ARL6IP4	XM_067539644.1#ARL6IP4
ARL6IP4	XM_067539645.1#ARL6IP4
PITPNM2	XM_067539649.1#PITPNM2
MPHOSPH9	XM_067539655.1#MPHOSPH9
MPHOSPH9	XM_067539654.1#MPHOSPH9
MPHOSPH9	XM_067539653.1#MPHOSPH9
MPHOSPH9	XM_067539656.1#MPHOSPH9
MTRFR	XM_067539665.1#MTRFR
MTRFR	XM_067539664.1#MTRFR
